['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['sylas', 'leesin', 'zoe', 'ezreal', 'yuumi', 'poppy', 'viego', 'pyke', 'kaisa', 'nautilus', 'red']
['volibear', 'karthus', 'corki', 'jhin', 'lux', 'fiora', 'fiddlesticks', 'graves', 'ezreal', 'sona', 'red']
['ornn', 'leesin', 'ezreal', 'yuumi', 'mordekaiser', 'kassadin', 'kayn', 'sett', 'lux', 'mordekaiser', 'red']
['leesin', 'yasuo', 'syndra', 'zilean', 'lulu', 'heimerdinger', 'jax', 'katarina', 'vayne', 'velkoz', 'red']
['teemo', 'leesin', 'viego', 'varus', 'maokai', 'nasus', 'taliyah', 'camille', 'kaisa', 'swain', 'blue']
['zac', 'graves', 'talon', 'ezreal', 'xerath', 'sett', 'kindred', 'twistedfate', 'kaisa', 'blitzcrank', 'blue']
['gnar', 'viego', 'sion', 'veigar', 'pyke', 'masteryi', 'nautilus', 'kogmaw', 'viego', 'akali', 'red']
['malphite', 'nidalee', 'sett', 'ezreal', 'leona', 'nautilus', 'ekko', 'viktor', 'samira', 'jayce', 'red']
['ziggs', 'ashe', 'morgana', 'wukong', 'karma', 'twitch', 'sivir', 'tristana', 'missfortune', 'teemo', 'blue']
['singed', 'graves', 'akali', 'draven', 'nautilus', 'darius', 'leesin', 'xerath', 'samira', 'alistar', 'red']
['yasuo', 'blitzcrank', 'riven', 'caitlyn', 'heimerdinger', 'leesin', 'rumble', 'morgana', 'syndra', 'ezreal', 'blue']
['nasus', 'shaco', 'yone', 'kaisa', 'sett', 'ryze', 'rumble', 'zed', 'samira', 'thresh', 'red']
['ornn', 'shaco', 'neeko', 'kaisa', 'blitzcrank', 'garen', 'elise', 'talon', 'varus', 'thresh', 'blue']
['jayce', 'kindred', 'sylas', 'ezreal', 'thresh', 'pantheon', 'shaco', 'katarina', 'kaisa', 'karma', 'red']
['aatrox', 'mordekaiser', 'sylas', 'missfortune', 'rell', 'volibear', 'diana', 'viego', 'vayne', 'lulu', 'red']
['teemo', 'elise', 'yone', 'samira', 'alistar', 'tryndamere', 'xinzhao', 'katarina', 'kaisa', 'leona', 'red']
['vayne', 'xerath', 'braum', 'ezreal', 'varus', 'kayle', 'malphite', 'lulu', 'lucian', 'brand', 'blue']
['nasus', 'shaco', 'leblanc', 'ezreal', 'zilean', 'sett', 'nidalee', 'yasuo', 'jinx', 'lulu', 'blue']
['leesin', 'viego', 'nunu', 'ezreal', 'sona', 'renekton', 'zac', 'yone', 'kaisa', 'velkoz', 'red']
['renekton', 'shaco', 'akali', 'jhin', 'yuumi', 'vladimir', 'leesin', 'kled', 'vayne', 'velkoz', 'blue']
['udyr', 'leblanc', 'kaisa', 'ezreal', 'akali', 'morgana', 'ashe', 'zed', 'senna', 'camille', 'red']
['kennen', 'wukong', 'sylas', 'vayne', 'karma', 'nidalee', 'graves', 'lucian', 'ezreal', 'sett', 'red']
['zoe', 'yuumi', 'blitzcrank', 'xayah', 'senna', 'zac', 'camille', 'seraphine', 'nasus', 'graves', 'red']
['irelia', 'shaco', 'blitzcrank', 'thresh', 'pyke', 'ashe', 'xerath', 'leblanc', 'velkoz', 'shaco', 'red']
['ornn', 'viego', 'twistedfate', 'vayne', 'leona', 'mordekaiser', 'kindred', 'lissandra', 'kaisa', 'pyke', 'blue']
['volibear', 'evelynn', 'nasus', 'blitzcrank', 'vayne', 'gwen', 'amumu', 'qiyana', 'caitlyn', 'morgana', 'blue']
['maokai', 'varus', 'darius', 'ezreal', 'zilean', 'kennen', 'singed', 'zoe', 'jinx', 'kalista', 'blue']
['malphite', 'warwick', 'twistedfate', 'kalista', 'alistar', 'rumble', 'fiddlesticks', 'leesin', 'samira', 'lulu', 'blue']
['sett', 'graves', 'ekko', 'ezreal', 'leona', 'shen', 'warwick', 'anivia', 'kaisa', 'thresh', 'blue']
['sett', 'zed', 'leesin', 'swain', 'ezreal', 'ezreal', 'kaisa', 'kayn', 'chogath', 'pyke', 'blue']
['aatrox', 'shaco', 'sylas', 'jinx', 'soraka', 'akali', 'khazix', 'ahri', 'ashe', 'missfortune', 'blue']
['akali', 'leesin', 'yasuo', 'kaisa', 'senna', 'wukong', 'poppy', 'sylas', 'lucian', 'thresh', 'red']
['trundle', 'zac', 'yone', 'sivir', 'bard', 'nasus', 'graves', 'xerath', 'caitlyn', 'karma', 'blue']
['camille', 'fiddlesticks', 'sylas', 'tristana', 'morgana', 'shen', 'taliyah', 'talon', 'varus', 'senna', 'blue']
['sion', 'reksai', 'ekko', 'ezreal', 'blitzcrank', 'sett', 'leesin', 'fizz', 'kaisa', 'braum', 'blue']
['pantheon', 'viego', 'vladimir', 'jinx', 'lux', 'tryndamere', 'zac', 'zed', 'ashe', 'sett', 'blue']
['camille', 'kindred', 'lulu', 'ezreal', 'thresh', 'volibear', 'fiddlesticks', 'sylas', 'aphelios', 'leona', 'blue']
['gnar', 'viego', 'twistedfate', 'samira', 'lulu', 'leesin', 'graves', 'zoe', 'jhin', 'janna', 'blue']
['yone', 'rumble', 'yasuo', 'gragas', 'nocturne', 'pantheon', 'taliyah', 'kaisa', 'viego', 'galio', 'red']
['udyr', 'rumble', 'diana', 'sivir', 'sett', 'leesin', 'nunu', 'katarina', 'senna', 'orianna', 'blue']
['kled', 'rammus', 'leblanc', 'missfortune', 'leona', 'fiora', 'nidalee', 'annie', 'ezreal', 'yuumi', 'blue']
['jax', 'hecarim', 'wukong', 'samira', 'bard', 'gwen', 'vi', 'yone', 'ezreal', 'sett', 'blue']
['kled', 'fiddlesticks', 'talon', 'varus', 'amumu', 'volibear', 'nautilus', 'viktor', 'samira', 'galio', 'blue']
['sion', 'diana', 'ryze', 'senna', 'lucian', 'leesin', 'nidalee', 'corki', 'ezreal', 'braum', 'blue']
['teemo', 'xinzhao', 'talon', 'kaisa', 'sett', 'lucian', 'nidalee', 'neeko', 'vayne', 'leona', 'red']
['warwick', 'graves', 'karthus', 'kaisa', 'blitzcrank', 'vayne', 'sion', 'vladimir', 'lucian', 'twitch', 'blue']
['sylas', 'sejuani', 'galio', 'nautilus', 'tristana', 'jayce', 'xinzhao', 'rumble', 'vayne', 'thresh', 'blue']
['viktor', 'sona', 'zilean', 'akali', 'missfortune', 'alistar', 'samira', 'garen', 'kaisa', 'mordekaiser', 'blue']
['mordekaiser', 'masteryi', 'yasuo', 'ezreal', 'galio', 'volibear', 'nidalee', 'pyke', 'samira', 'thresh', 'red']
['poppy', 'leesin', 'akali', 'kaisa', 'galio', 'sett', 'nunu', 'katarina', 'ezreal', 'brand', 'blue']
['renekton', 'nocturne', 'zoe', 'varus', 'leona', 'camille', 'leesin', 'vladimir', 'sivir', 'braum', 'red']
['sion', 'shyvana', 'katarina', 'kaisa', 'xerath', 'fizz', 'elise', 'riven', 'varus', 'nautilus', 'blue']
['nasus', 'hecarim', 'akali', 'jhin', 'shaco', 'trundle', 'zac', 'galio', 'kaisa', 'janna', 'red']
['malzahar', 'leesin', 'aatrox', 'samira', 'thresh', 'fiora', 'hecarim', 'viego', 'swain', 'chogath', 'blue']
['tryndamere', 'shaco', 'zoe', 'senna', 'leona', 'zac', 'kindred', 'sylas', 'samira', 'pantheon', 'red']
['sett', 'nocturne', 'irelia', 'kaisa', 'bard', 'riven', 'viego', 'garen', 'ezreal', 'senna', 'red']
['vayne', 'fiddlesticks', 'galio', 'kaisa', 'nautilus', 'sion', 'xinzhao', 'jayce', 'jhin', 'senna', 'blue']
['leesin', 'velkoz', 'ekko', 'ashe', 'jinx', 'shyvana', 'nautilus', 'vayne', 'urgot', 'nidalee', 'red']
['rumble', 'drmundo', 'xerath', 'ezreal', 'talon', 'singed', 'akali', 'leesin', 'jhin', 'blitzcrank', 'blue']
['nasus', 'sion', 'viego', 'kogmaw', 'xerath', 'volibear', 'leesin', 'akali', 'jhin', 'karma', 'red']
['velkoz', 'garen', 'lissandra', 'twitch', 'heimerdinger', 'samira', 'lucian', 'kayle', 'xayah', 'katarina', 'blue']
['aatrox', 'leesin', 'sylas', 'varus', 'gragas', 'jayce', 'xinzhao', 'zoe', 'samira', 'sona', 'blue']
['annie', 'veigar', 'akali', 'fizz', 'shaco', 'lux', 'twistedfate', 'anivia', 'orianna', 'kennen', 'red']
['darius', 'nocturne', 'fizz', 'ezreal', 'morgana', 'malphite', 'khazix', 'kassadin', 'senna', 'xerath', 'blue']
['velkoz', 'neeko', 'samira', 'jax', 'tahmkench', 'vladimir', 'sejuani', 'fiddlesticks', 'soraka', 'sivir', 'blue']
['wukong', 'graves', 'ahri', 'ezreal', 'thresh', 'skarner', 'ekko', 'anivia', 'kaisa', 'alistar', 'blue']
['wukong', 'shaco', 'ekko', 'ezreal', 'bard', 'trundle', 'leesin', 'yasuo', 'draven', 'thresh', 'blue']
['sylas', 'shaco', 'twistedfate', 'samira', 'thresh', 'sett', 'kayn', 'lucian', 'varus', 'xerath', 'red']
['diana', 'thresh', 'yone', 'caitlyn', 'ornn', 'leesin', 'sylas', 'samira', 'alistar', 'viego', 'blue']
['twistedfate', 'neeko', 'soraka', 'karthus', 'vayne', 'kaisa', 'rumble', 'varus', 'pyke', 'leblanc', 'blue']
['warwick', 'elise', 'anivia', 'aphelios', 'lulu', 'aatrox', 'xinzhao', 'viktor', 'jhin', 'karma', 'blue']
['sylas', 'xinzhao', 'qiyana', 'caitlyn', 'thresh', 'darius', 'nidalee', 'sett', 'ezreal', 'alistar', 'red']
['renekton', 'leesin', 'vladimir', 'ezreal', 'seraphine', 'urgot', 'kayn', 'graves', 'jinx', 'maokai', 'blue']
['sett', 'poppy', 'ekko', 'jinx', 'velkoz', 'leesin', 'nocturne', 'yone', 'kaisa', 'pyke', 'red']
['lucian', 'amumu', 'fiddlesticks', 'alistar', 'blitzcrank', 'ashe', 'rengar', 'zoe', 'shaco', 'jhin', 'blue']
['camille', 'thresh', 'leesin', 'ezreal', 'akali', 'irelia', 'xerath', 'leesin', 'diana', 'ezreal', 'red']
['gwen', 'leesin', 'brand', 'kaisa', 'nautilus', 'sett', 'nocturne', 'viktor', 'ezreal', 'thresh', 'blue']
['kled', 'leesin', 'akali', 'samira', 'lulu', 'sylas', 'gwen', 'zed', 'ezreal', 'senna', 'blue']
['renekton', 'graves', 'galio', 'vayne', 'blitzcrank', 'ezreal', 'rammus', 'yone', 'nasus', 'maokai', 'red']
['leesin', 'alistar', 'aatrox', 'jax', 'yasuo', 'ashe', 'wukong', 'ryze', 'soraka', 'rammus', 'blue']
['sylas', 'elise', 'leesin', 'caitlyn', 'nunu', 'skarner', 'varus', 'aatrox', 'blitzcrank', 'seraphine', 'red']
['samira', 'pyke', 'kayn', 'caitlyn', 'teemo', 'morgana', 'darius', 'wukong', 'katarina', 'taliyah', 'blue']
['camille', 'graves', 'zed', 'ezreal', 'bard', 'riven', 'pantheon', 'malphite', 'varus', 'yuumi', 'blue']
['ashe', 'orianna', 'ryze', 'nidalee', 'rell', 'lux', 'skarner', 'taliyah', 'corki', 'swain', 'blue']
['sivir', 'rumble', 'malzahar', 'kalista', 'neeko', 'heimerdinger', 'missfortune', 'jayce', 'twitch', 'lux', 'red']
['jayce', 'rengar', 'vladimir', 'jinx', 'gragas', 'quinn', 'viego', 'yone', 'samira', 'alistar', 'blue']
['renekton', 'trundle', 'lissandra', 'tristana', 'thresh', 'sett', 'leesin', 'sylas', 'vayne', 'leona', 'red']
['maokai', 'masteryi', 'katarina', 'kaisa', 'nautilus', 'shen', 'reksai', 'leblanc', 'kalista', 'seraphine', 'red']
['reksai', 'rammus', 'vayne', 'jinx', 'rell', 'leesin', 'masteryi', 'viego', 'swain', 'xerath', 'blue']
['braum', 'pyke', 'jinx', 'ezreal', 'katarina', 'leesin', 'gangplank', 'varus', 'taliyah', 'caitlyn', 'blue']
['sett', 'kindred', 'diana', 'varus', 'ahri', 'kayle', 'nunu', 'lucian', 'ezreal', 'senna', 'blue']
['mordekaiser', 'nidalee', 'zed', 'ezreal', 'yone', 'gwen', 'senna', 'lux', 'maokai', 'yone', 'red']
['renekton', 'jinx', 'zed', 'talon', 'teemo', 'volibear', 'akali', 'samira', 'kennen', 'kalista', 'blue']
['kled', 'gragas', 'irelia', 'kaisa', 'alistar', 'yone', 'xinzhao', 'fizz', 'tristana', 'leona', 'blue']
['riven', 'xinzhao', 'sylas', 'varus', 'swain', 'jayce', 'hecarim', 'katarina', 'tristana', 'xerath', 'red']
['malphite', 'yorick', 'missfortune', 'nunu', 'pyke', 'malphite', 'vayne', 'fizz', 'senna', 'diana', 'blue']
['kaisa', 'vladimir', 'masteryi', 'gangplank', 'leblanc', 'leesin', 'rell', 'anivia', 'irelia', 'jhin', 'blue']
['drmundo', 'xinzhao', 'sylas', 'kaisa', 'braum', 'senna', 'reksai', 'vladimir', 'ezreal', 'jayce', 'blue']
['thresh', 'leesin', 'senna', 'sett', 'nasus', 'warwick', 'rammus', 'kaisa', 'akali', 'seraphine', 'red']
['leesin', 'nunu', 'ryze', 'missfortune', 'leona', 'heimerdinger', 'fiddlesticks', 'pantheon', 'kaisa', 'katarina', 'blue']
['fiora', 'ezreal', 'sejuani', 'sett', 'senna', 'kayle', 'yone', 'xerath', 'rammus', 'jhin', 'blue']
['lux', 'viego', 'fiora', 'leblanc', 'masteryi', 'ryze', 'kennen', 'varus', 'nami', 'jhin', 'red']
['jhin', 'sion', 'blitzcrank', 'gnar', 'rumble', 'zac', 'jayce', 'seraphine', 'aphelios', 'sivir', 'red']
['nasus', 'kayn', 'sylas', 'lucian', 'shaco', 'poppy', 'mordekaiser', 'viego', 'tristana', 'maokai', 'red']
['aatrox', 'khazix', 'lux', 'ezreal', 'morgana', 'akali', 'lillia', 'sylas', 'vayne', 'senna', 'red']
['ornn', 'kayn', 'cassiopeia', 'lucian', 'leona', 'fiora', 'evelynn', 'yone', 'kaisa', 'lulu', 'blue']
['rumble', 'alistar', 'jax', 'kaisa', 'katarina', 'nocturne', 'pyke', 'volibear', 'ezreal', 'sylas', 'blue']
['yone', 'maokai', 'xerath', 'twistedfate', 'ryze', 'bard', 'yasuo', 'velkoz', 'morgana', 'vladimir', 'red']
['blitzcrank', 'leona', 'jayce', 'veigar', 'senna', 'karma', 'kayle', 'lucian', 'illaoi', 'draven', 'blue']
['rell', 'rumble', 'irelia', 'missfortune', 'volibear', 'singed', 'viego', 'lux', 'tristana', 'senna', 'red']
['urgot', 'leesin', 'vladimir', 'jhin', 'maokai', 'sylas', 'volibear', 'gnar', 'kaisa', 'leblanc', 'blue']
['leona', 'rumble', 'talon', 'caitlyn', 'janna', 'teemo', 'jarvaniv', 'nunu', 'ezreal', 'blitzcrank', 'red']
['amumu', 'graves', 'sylas', 'ezreal', 'yuumi', 'jayce', 'khazix', 'zoe', 'jhin', 'janna', 'red']
['leesin', 'jarvaniv', 'sylas', 'xayah', 'rakan', 'shyvana', 'ekko', 'ahri', 'jinx', 'pyke', 'blue']
['gwen', 'warwick', 'viego', 'sivir', 'thresh', 'garen', 'xinzhao', 'yone', 'jinx', 'nautilus', 'red']
['darius', 'volibear', 'mordekaiser', 'jhin', 'leona', 'yorick', 'taliyah', 'talon', 'varus', 'xerath', 'red']
['gangplank', 'xinzhao', 'akali', 'aphelios', 'swain', 'kled', 'graves', 'azir', 'samira', 'lux', 'blue']
['sylas', 'leesin', 'qiyana', 'samira', 'leona', 'irelia', 'xinzhao', 'ryze', 'yasuo', 'alistar', 'blue']
['fiora', 'rengar', 'talon', 'ezreal', 'maokai', 'jayce', 'nocturne', 'gwen', 'cassiopeia', 'nautilus', 'red']
['sylas', 'xinzhao', 'yone', 'caitlyn', 'seraphine', 'chogath', 'shaco', 'irelia', 'lucian', 'veigar', 'blue']
['yuumi', 'rammus', 'bard', 'fizz', 'akali', 'shen', 'khazix', 'sylas', 'aphelios', 'zilean', 'red']
['wukong', 'rumble', 'pantheon', 'ezreal', 'galio', 'quinn', 'hecarim', 'anivia', 'kaisa', 'poppy', 'red']
['vladimir', 'nidalee', 'riven', 'ezreal', 'yuumi', 'aatrox', 'leesin', 'xerath', 'kaisa', 'leona', 'red']
['leesin', 'zed', 'leblanc', 'camille', 'brand', 'kogmaw', 'lulu', 'heimerdinger', 'lux', 'wukong', 'blue']
['lulu', 'masteryi', 'orianna', 'kindred', 'senna', 'sylas', 'aatrox', 'qiyana', 'shen', 'maokai', 'red']
['renekton', 'warwick', 'katarina', 'ezreal', 'pantheon', 'maokai', 'elise', 'orianna', 'kaisa', 'swain', 'red']
['jarvaniv', 'shen', 'samira', 'akali', 'thresh', 'mordekaiser', 'renekton', 'rammus', 'pantheon', 'samira', 'red']
['singed', 'kayn', 'akali', 'missfortune', 'nautilus', 'sett', 'reksai', 'leblanc', 'kaisa', 'morgana', 'blue']
['jax', 'diana', 'leesin', 'yasuo', 'yuumi', 'riven', 'warwick', 'zed', 'kaisa', 'lulu', 'red']
['malphite', 'yone', 'lucian', 'caitlyn', 'nautilus', 'garen', 'leesin', 'ziggs', 'ezreal', 'alistar', 'red']
['malphite', 'leesin', 'ezreal', 'thresh', 'missfortune', 'malzahar', 'kalista', 'fizz', 'wukong', 'garen', 'blue']
['gangplank', 'leesin', 'sylas', 'kaisa', 'yuumi', 'jax', 'poppy', 'xerath', 'ezreal', 'sett', 'red']
['sett', 'diana', 'lucian', 'jinx', 'zac', 'sylas', 'hecarim', 'zed', 'ashe', 'lulu', 'blue']
['vayne', 'mordekaiser', 'zed', 'lucian', 'xerath', 'darius', 'nidalee', 'chogath', 'ezreal', 'blitzcrank', 'blue']
['mordekaiser', 'diana', 'viego', 'kaisa', 'thresh', 'jayce', 'masteryi', 'ahri', 'ezreal', 'maokai', 'blue']
['ekko', 'viego', 'kled', 'tristana', 'leona', 'jayce', 'kayn', 'diana', 'kaisa', 'maokai', 'red']
['ezreal', 'graves', 'yone', 'gnar', 'senna', 'ornn', 'ekko', 'azir', 'kaisa', 'leona', 'red']
['sion', 'nidalee', 'nocturne', 'samira', 'alistar', 'mordekaiser', 'leesin', 'talon', 'ashe', 'taric', 'blue']
['caitlyn', 'warwick', 'ezreal', 'teemo', 'ryze', 'kaisa', 'karma', 'gragas', 'amumu', 'kayn', 'red']
['aatrox', 'rumble', 'sett', 'kaisa', 'senna', 'mordekaiser', 'shaco', 'sion', 'ezreal', 'xerath', 'red']
['sylas', 'karma', 'aphelios', 'thresh', 'blitzcrank', 'lillia', 'kennen', 'xerath', 'zyra', 'neeko', 'blue']
['malphite', 'rumble', 'yasuo', 'sivir', 'nautilus', 'singed', 'reksai', 'zoe', 'renekton', 'senna', 'red']
['sylas', 'graves', 'jayce', 'samira', 'alistar', 'malphite', 'zac', 'viego', 'jhin', 'blitzcrank', 'red']
['malphite', 'pantheon', 'leblanc', 'jinx', 'nautilus', 'ornn', 'rengar', 'kassadin', 'draven', 'yuumi', 'blue']
['renekton', 'kindred', 'nocturne', 'jinx', 'lulu', 'gnar', 'leesin', 'urgot', 'lissandra', 'seraphine', 'red']
['urgot', 'viego', 'zilean', 'missfortune', 'bard', 'maokai', 'kindred', 'zed', 'vayne', 'xerath', 'blue']
['sylas', 'azir', 'leesin', 'nautilus', 'kaisa', 'zac', 'kayle', 'yone', 'gragas', 'ezreal', 'red']
['lulu', 'zed', 'karma', 'senna', 'teemo', 'lucian', 'leona', 'ezreal', 'bard', 'wukong', 'blue']
['sett', 'graves', 'ekko', 'samira', 'leona', 'kennen', 'diana', 'akali', 'jinx', 'lulu', 'blue']
['volibear', 'viego', 'sylas', 'lucian', 'braum', 'ryze', 'ekko', 'aatrox', 'jinx', 'blitzcrank', 'blue']
['zoe', 'lux', 'janna', 'volibear', 'kogmaw', 'kaisa', 'katarina', 'jhin', 'zed', 'annie', 'red']
['akali', 'hecarim', 'zed', 'ezreal', 'morgana', 'swain', 'kayn', 'katarina', 'samira', 'camille', 'blue']
['twitch', 'kayn', 'ryze', 'fiddlesticks', 'malphite', 'kassadin', 'volibear', 'janna', 'pyke', 'lux', 'red']
['renekton', 'graves', 'zoe', 'senna', 'tahmkench', 'kennen', 'ekko', 'diana', 'kaisa', 'swain', 'blue']
['ezreal', 'viego', 'kayn', 'pyke', 'malphite', 'qiyana', 'ezreal', 'leesin', 'twitch', 'sylas', 'blue']
['warwick', 'xinzhao', 'morgana', 'kaisa', 'nami', 'sylas', 'diana', 'pantheon', 'tristana', 'pyke', 'blue']
['seraphine', 'jinx', 'malphite', 'zed', 'nidalee', 'graves', 'viego', 'veigar', 'yone', 'heimerdinger', 'red']
['zyra', 'pyke', 'tristana', 'rumble', 'jayce', 'nunu', 'senna', 'ahri', 'blitzcrank', 'aphelios', 'blue']
['garen', 'kayn', 'yone', 'ezreal', 'xerath', 'renekton', 'masteryi', 'talon', 'jhin', 'morgana', 'blue']
['zilean', 'sejuani', 'illaoi', 'anivia', 'fiora', 'cassiopeia', 'swain', 'jarvaniv', 'sett', 'gwen', 'red']
['leesin', 'zac', 'kassadin', 'kaisa', 'pyke', 'sett', 'elise', 'lucian', 'vayne', 'thresh', 'red']
['poppy', 'leesin', 'renekton', 'vayne', 'janna', 'sylas', 'twistedfate', 'katarina', 'kaisa', 'thresh', 'blue']
['yorick', 'gragas', 'sylas', 'jhin', 'senna', 'shen', 'diana', 'akali', 'samira', 'alistar', 'red']
['darius', 'viego', 'kassadin', 'vayne', 'blitzcrank', 'jax', 'kayn', 'akali', 'ezreal', 'xerath', 'blue']
['riven', 'xinzhao', 'nunu', 'kalista', 'pantheon', 'akali', 'leesin', 'zed', 'samira', 'alistar', 'red']
['leesin', 'velkoz', 'pantheon', 'soraka', 'fiddlesticks', 'nautilus', 'zyra', 'fizz', 'senna', 'caitlyn', 'blue']
['ezreal', 'khazix', 'talon', 'yasuo', 'xerath', 'teemo', 'lux', 'leesin', 'samira', 'lulu', 'red']
['caitlyn', 'leesin', 'akali', 'galio', 'xerath', 'yone', 'yasuo', 'malphite', 'jarvaniv', 'xinzhao', 'blue']
['khazix', 'pyke', 'nami', 'jax', 'nidalee', 'anivia', 'samira', 'alistar', 'sivir', 'swain', 'red']
['syndra', 'samira', 'jayce', 'galio', 'trundle', 'leesin', 'ekko', 'sylas', 'kaisa', 'pantheon', 'red']
['chogath', 'nidalee', 'sett', 'kaisa', 'thresh', 'sylas', 'ekko', 'lucian', 'ashe', 'zyra', 'red']
['sett', 'elise', 'akali', 'samira', 'alistar', 'nautilus', 'udyr', 'ryze', 'ezreal', 'kalista', 'blue']
['blitzcrank', 'ekko', 'renekton', 'pantheon', 'tristana', 'lux', 'ryze', 'lillia', 'warwick', 'caitlyn', 'blue']
['renekton', 'xinzhao', 'katarina', 'jhin', 'senna', 'akali', 'sejuani', 'orianna', 'samira', 'nautilus', 'red']
['reksai', 'elise', 'aatrox', 'jinx', 'thresh', 'jayce', 'diana', 'yasuo', 'ashe', 'maokai', 'blue']
['draven', 'lillia', 'ornn', 'ryze', 'sett', 'garen', 'fiddlesticks', 'blitzcrank', 'xayah', 'pantheon', 'red']
['leona', 'kogmaw', 'alistar', 'nasus', 'annie', 'graves', 'pantheon', 'vladimir', 'leesin', 'brand', 'blue']
['shaco', 'janna', 'kaisa', 'jax', 'senna', 'kaisa', 'udyr', 'nasus', 'sett', 'vladimir', 'blue']
['tryndamere', 'leesin', 'kassadin', 'ezreal', 'karma', 'gwen', 'poppy', 'leblanc', 'kaisa', 'nautilus', 'red']
['malphite', 'zed', 'nidalee', 'twitch', 'sona', 'varus', 'lulu', 'nautilus', 'missfortune', 'amumu', 'red']
['gangplank', 'kayn', 'talon', 'vayne', 'lulu', 'garen', 'hecarim', 'ekko', 'jhin', 'xerath', 'red']
['rammus', 'graves', 'yuumi', 'sylas', 'chogath', 'urgot', 'morgana', 'sona', 'drmundo', 'sion', 'blue']
['mordekaiser', 'leesin', 'zyra', 'jhin', 'yasuo', 'sion', 'xinzhao', 'tristana', 'yuumi', 'leblanc', 'red']
['soraka', 'sona', 'ashe', 'karthus', 'kalista', 'samira', 'neeko', 'missfortune', 'gangplank', 'kassadin', 'blue']
['mordekaiser', 'udyr', 'lucian', 'ezreal', 'xerath', 'nasus', 'kayn', 'akali', 'jhin', 'senna', 'blue']
['garen', 'leesin', 'rammus', 'singed', 'nunu', 'sett', 'kayn', 'vladimir', 'kaisa', 'veigar', 'red']
['mordekaiser', 'viego', 'zed', 'vayne', 'nautilus', 'aatrox', 'evelynn', 'qiyana', 'ezreal', 'leona', 'red']
['brand', 'samira', 'gragas', 'yasuo', 'yuumi', 'heimerdinger', 'tahmkench', 'veigar', 'tristana', 'malzahar', 'blue']
['vayne', 'skarner', 'camille', 'blitzcrank', 'zoe', 'thresh', 'khazix', 'ezreal', 'gwen', 'samira', 'red']
['sett', 'evelynn', 'zoe', 'ezreal', 'zilean', 'shen', 'gragas', 'yasuo', 'varus', 'blitzcrank', 'blue']
['teemo', 'reksai', 'yone', 'caitlyn', 'lulu', 'malphite', 'leesin', 'leblanc', 'ezreal', 'karma', 'blue']
['camille', 'diana', 'zed', 'samira', 'alistar', 'aatrox', 'ekko', 'pantheon', 'kaisa', 'maokai', 'blue']
['vi', 'gwen', 'diana', 'lux', 'missfortune', 'blitzcrank', 'caitlyn', 'masteryi', 'jax', 'yone', 'red']
['gnar', 'leesin', 'sylas', 'vayne', 'xerath', 'jax', 'graves', 'akali', 'jinx', 'lulu', 'blue']
['camille', 'elise', 'yasuo', 'ezreal', 'thresh', 'irelia', 'sylas', 'khazix', 'vayne', 'lulu', 'blue']
['gangplank', 'ekko', 'katarina', 'varus', 'blitzcrank', 'sylas', 'nunu', 'yasuo', 'kaisa', 'senna', 'red']
['ornn', 'shaco', 'yasuo', 'ashe', 'thresh', 'riven', 'udyr', 'sylas', 'vayne', 'blitzcrank', 'red']
['irelia', 'nidalee', 'pantheon', 'ezreal', 'morgana', 'camille', 'kindred', 'cassiopeia', 'jinx', 'thresh', 'red']
['garen', 'diana', 'zed', 'jhin', 'senna', 'urgot', 'khazix', 'yasuo', 'ezreal', 'thresh', 'red']
['ezreal', 'khazix', 'kayle', 'tristana', 'sett', 'gwen', 'shaco', 'viktor', 'jhin', 'rakan', 'red']
['warwick', 'hecarim', 'zed', 'ezreal', 'shaco', 'volibear', 'khazix', 'twistedfate', 'aphelios', 'thresh', 'blue']
['aatrox', 'viego', 'talon', 'samira', 'leona', 'khazix', 'mordekaiser', 'sylas', 'zoe', 'lux', 'blue']
['pyke', 'jax', 'zed', 'rumble', 'maokai', 'alistar', 'urgot', 'diana', 'samira', 'karma', 'blue']
['darius', 'jarvaniv', 'riven', 'tristana', 'pantheon', 'heimerdinger', 'elise', 'irelia', 'kalista', 'shaco', 'red']
['yasuo', 'blitzcrank', 'nidalee', 'yone', 'ezreal', 'jayce', 'ivern', 'katarina', 'varus', 'lux', 'red']
['leesin', 'kindred', 'ryze', 'samira', 'alistar', 'olaf', 'nunu', 'ahri', 'ezreal', 'lulu', 'blue']
['drmundo', 'elise', 'yasuo', 'ezreal', 'swain', 'shen', 'poppy', 'lucian', 'jinx', 'lulu', 'red']
['nocturne', 'sylas', 'wukong', 'sett', 'senna', 'graves', 'warwick', 'masteryi', 'yasuo', 'lux', 'blue']
['varus', 'jarvaniv', 'samira', 'lillia', 'graves', 'janna', 'ezreal', 'ekko', 'lucian', 'jax', 'red']
['jayce', 'leesin', 'leblanc', 'kaisa', 'nautilus', 'viego', 'zoe', 'twistedfate', 'ezreal', 'garen', 'blue']
['renekton', 'sejuani', 'viktor', 'ashe', 'lux', 'kennen', 'graves', 'ezreal', 'jinx', 'brand', 'red']
['sett', 'kayn', 'zed', 'samira', 'blitzcrank', 'urgot', 'graves', 'xerath', 'ezreal', 'zyra', 'red']
